p2_points_won,p2_trend*server,p1_points_won,game_no*server,p1_place_ge*server,p2_games,elapsed_time,p1_games*server,p2_trend,return_depth_ND,point_no_to_start*server,server,rally_count,point_no_to_start,serve_width_BW,p1_trend,p2_games*server,p2_distance_run,speed_mph,p1_distance_run,point_no,game_no,p2_winner,serve_depth_NCTL,p1_games,past_time,past_time*server,p1_unf_err,last_time,serve_no,set_no*server,p1_trend*server,factor
104,-105,105,10,0,4,134.55,5,-105,1,2,1,3,2,0,105,4,10.471,118,6.521,209,10,1,1,5,1.016666667,1.016666667,0,0.483333333,1,4,105,-2.150814
105,-105,105,10,0,4,135.05,5,-105,1,3,1,3,3,0,105,4,8.625,124,8.142,210,10,1,1,5,1.516666667,1.516666667,0,0.533333333,1,4,105,-2.217109
106,-105,105,10,0,4,135.4666667,5,-105,1,4,1,3,4,0,105,4,11.947,120,8.962,211,10,1,1,5,1.933333333,1.933333333,0,0.5,1,4,105,-2.39384
106,-105,106,11,0,5,135.9666667,5,-105,0,0,1,1,0,0,105,5,6.741,113,5.244,212,11,0,0,5,0,0,0,0.416666667,1,4,105,3.117774
106,-106,107,11,1,5,136.2666667,5,-106,1,1,1,3,1,1,106,5,8.12,120,6.369,213,11,0,1,5,0.3,0.3,0,0.5,1,4,106,0.593298
106,-107,108,11,1,5,136.8166667,5,-107,1,2,1,1,2,0,107,5,6.703,124,3.654,214,11,0,1,5,0.85,0.85,0,0.3,2,4,107,0.6977
106,-108,109,11,1,5,137.5166667,5,-108,1,3,1,9,3,1,108,5,29.498,109,32.58,215,11,0,1,5,1.55,1.55,0,0.55,1,4,108,2.225823
107,-109,109,12,0,5,139.2333333,6,-109,0,0,1,1,0,0,109,5,4.918,126,4.754,216,12,0,0,6,0,0,0,0.7,1,4,109,-2.851368
107,-109,110,12,0,5,139.5333333,6,-109,0,1,1,1,1,0,109,5,6.453,124,8.287,217,12,0,1,6,0.3,0.3,0,1.716666667,1,4,109,1.404937
108,-110,110,12,0,5,139.9666667,6,-110,1,2,1,2,2,1,110,5,8.579,123,10.746,218,12,0,1,6,0.733333333,0.733333333,0,0.3,1,4,110,-2.982741
109,-110,110,12,0,5,140.35,6,-110,1,3,1,1,3,0,110,5,1.088,112,0.844,219,12,1,0,6,1.116666667,1.116666667,0,0.433333333,1,4,110,-1.930277
110,-110,110,12,0,5,140.75,6,-110,1,4,1,1,4,0,110,5,1.01,124,0.827,220,12,1,0,6,1.516666667,1.516666667,0,0.383333333,1,4,110,-2.00168
110,-110,111,13,0,6,141.35,6,-110,1,0,1,5,0,0,110,6,18.499,115,22.206,221,13,1,0,6,0,0,0,0.4,1,4,110,2.925349
111,-111,111,13,1,6,141.8333333,6,-111,1,1,1,1,1,0,111,6,5.68,126,3.783,222,13,0,1,6,0.483333333,0.483333333,0,0.6,1,4,111,-2.251936
111,-111,112,13,0,6,142.25,6,-111,1,2,1,1,2,0,111,6,3.123,122,4.431,223,13,0,0,6,0.9,0.9,0,0.483333333,2,4,111,1.624632
111,-112,113,13,1,6,142.9,6,-112,1,3,1,2,3,1,112,6,7.907,110,9.279,224,13,0,1,6,1.55,1.55,0,0.416666667,2,4,112,2.100994
112,-113,113,13,1,6,143.45,6,-113,1,4,1,3,4,1,113,6,7.144,93,6.157,225,13,0,1,6,2.1,2.1,0,0.65,2,4,113,-0.057844
113,-113,113,13,1,6,144.2666667,6,-113,0,5,1,8,5,0,113,6,30.615,99,28.334,226,13,1,1,6,2.916666667,2.916666667,0,0.55,1,4,113,-1.317941
113,-113,114,13,0,6,145.3,6,-113,1,6,1,7,6,0,113,6,30.437,122,38.807,227,13,0,1,6,3.95,3.95,0,0.816666667,2,4,113,1.7475
113,-114,115,13,1,6,145.9666667,6,-114,0,7,1,4,7,0,114,6,14.889,107,10.519,228,13,0,1,6,4.616666667,4.616666667,0,1.033333333,2,4,114,2.636821
113,-115,116,13,1,6,146.6666667,6,-115,1,8,1,9,8,0,115,6,43.174,91,31.958,229,13,0,1,6,5.316666667,5.316666667,0,0.666666667,1,4,115,1.271503
114,-116,116,13,1,6,147.1666667,6,-116,0,9,1,1,9,1,116,6,4.06,115,2.59,230,13,0,1,6,5.816666667,5.816666667,0,0.7,1,4,116,-2.257097
114,-116,117,13,1,6,147.55,6,-116,1,10,1,1,10,0,116,6,3.239,126,3.807,231,13,0,0,6,6.2,6.2,0,0.5,1,4,116,2.136351
114,-117,118,1,0,0,149.9,0,-117,1,0,1,2,0,0,117,0,12.109,119,9.72,232,1,0,1,0,0,0,0,0.383333333,1,5,117,0.036819
114,-118,119,1,1,0,150.3833333,0,-118,1,1,1,4,1,0,118,0,13.943,125,15.344,233,1,0,0,0,0.483333333,0.483333333,0,2.35,1,5,118,-0.330558
114,-119,120,1,1,0,150.8833333,0,-119,1,2,1,2,2,0,119,0,9.733,122,9.497,234,1,0,1,0,0.983333333,0.983333333,0,0.483333333,2,5,119,1.242763
114,-120,121,1,1,0,151.6833333,0,-120,1,3,1,6,3,0,120,0,156.856,109,140.812,235,1,0,1,0,1.783333333,1.783333333,0,0.5,2,5,120,0.647468
114,-121,122,2,0,0,152.6333333,1,-121,1,0,1,0,0,0,121,0,0,109,0,236,2,0,1,1,0,0,0,0.8,2,5,121,2.79577
115,-122,122,2,1,0,153.3,1,-122,1,1,1,9,1,0,122,0,0,94,0,237,2,0,1,1,0.666666667,0.666666667,0,0.95,2,5,122,-0.338306
115,-122,123,2,0,0,153.8333333,1,-122,1,2,1,0,2,0,122,0,0,94,0,238,2,0,1,1,1.2,1.2,1,0.666666667,1,5,122,2.988633
116,-123,123,2,1,0,154.3333333,1,-123,1,3,1,7,3,0,123,0,37.429,125,36.812,239,2,0,0,1,1.7,1.7,0,0.533333333,2,5,123,-0.259874
116,-123,124,2,0,0,154.8333333,1,-123,0,4,1,4,4,0,123,0,14.256,95,13.1,240,2,1,1,1,2.2,2.2,0,0.5,2,5,123,2.817931
116,-124,125,2,1,0,155.2833333,1,-124,1,5,1,1,5,0,124,0,5.127,100,2.859,241,2,0,1,1,2.65,2.65,0,0.5,1,5,124,2.010189
117,-125,125,3,0,0,155.7333333,2,-125,1,0,1,1,0,0,125,0,4.924,125,4.848,242,3,0,0,2,0,0,0,0.45,1,5,125,-2.248309
118,-125,125,3,0,0,156.1166667,2,-125,1,1,1,3,1,1,125,0,14.754,117,16.406,243,3,0,1,2,0.383333333,0.383333333,0,0.45,1,5,125,1.008873
118,-125,126,3,0,0,156.6166667,2,-125,1,2,1,3,2,0,125,0,7.819,118,9.669,244,3,1,1,2,0.883333333,0.883333333,0,0.383333333,1,5,125,0.950031
118,-126,127,3,0,0,157.15,2,-126,1,3,1,4,3,0,126,0,17.041,125,18.068,245,3,0,1,2,1.416666667,1.416666667,0,0.5,1,5,126,-0.958348
118,-127,128,3,0,0,157.6833333,2,-127,1,4,1,2,4,0,127,0,7.13,123,10.907,246,3,0,1,2,1.95,1.95,0,0.533333333,1,5,127,0.297334
118,-128,129,3,1,0,158.1166667,2,-128,1,5,1,2,5,0,128,0,5.562,113,8.141,247,3,0,0,2,2.383333333,2.383333333,0,0.533333333,2,5,128,-0.181617
119,-129,129,4,0,0,160.5,3,-129,1,0,1,6,0,0,129,0,21.064,95,21.656,248,4,0,1,3,0,0,0,0.433333333,2,5,129,-0.370386
120,-129,129,4,0,0,160.9,3,-129,1,1,1,0,1,0,129,0,4.547,95,2.905,249,4,0,0,3,0.4,0.4,1,2.383333333,1,5,129,0.909771
120,-129,130,4,0,0,161.2666667,3,-129,0,2,1,4,2,0,129,0,15.217,122,15.222,250,4,1,1,3,0.766666667,0.766666667,0,0.4,2,5,129,2.68637
120,-130,131,4,0,0,161.8833333,3,-130,1,3,1,3,3,1,130,0,10.478,106,7.252,251,4,0,1,3,1.383333333,1.383333333,0,0.366666667,1,5,130,1.255093
120,-131,132,4,0,0,162.2,3,-131,0,4,1,1,4,1,131,0,5.781,124,5.19,252,4,0,1,3,1.7,1.7,0,0.616666667,1,5,131,2.327701
121,-132,132,4,1,0,162.5333333,3,-132,1,5,1,1,5,0,132,0,5.922,127,4.75,253,4,0,0,3,2.033333333,2.033333333,0,0.316666667,1,5,132,0.348692
122,-132,132,4,0,0,162.8333333,3,-132,1,6,1,2,6,1,132,0,10.288,122,7.032,254,4,0,1,3,2.333333333,2.333333333,1,0.333333333,2,5,132,0.093827
122,-132,133,4,1,0,163.25,3,-132,0,7,1,0,7,0,132,0,6.017,122,4.002,255,4,0,0,3,2.75,2.75,1,0.3,1,5,132,3.570108
122,-133,134,4,0,0,163.65,3,-133,1,8,1,1,8,0,133,0,6.342,127,4.275,256,4,0,1,3,3.15,3.15,0,0.416666667,2,5,133,2.156979
123,-134,134,4,1,0,164.05,3,-134,1,9,1,1,9,0,134,0,3.578,100,2.11,257,4,0,1,3,3.55,3.55,0,0.4,1,5,134,-0.403436
124,-134,134,4,0,0,164.3666667,3,-134,1,10,1,2,10,1,134,0,8.561,121,6.881,258,4,0,1,3,3.866666667,3.866666667,1,0.4,2,5,134,1.849913
124,-134,135,4,1,0,164.8666667,3,-134,1,11,1,4,11,0,134,0,18.363,95,14.152,259,4,0,1,3,4.366666667,4.366666667,0,0.316666667,1,5,134,2.896496
124,-135,136,4,0,0,165.1333333,3,-135,0,12,1,1,12,0,135,0,6.59,124,5.427,260,4,0,0,3,4.633333333,4.633333333,0,0.5,2,5,135,1.467666
124,-136,137,4,1,0,165.7333333,3,-136,1,13,1,1,13,1,136,0,5.052,109,4.243,261,4,0,1,3,5.233333333,5.233333333,0,0.266666667,1,5,136,2.668741
124,-137,138,5,0,0,166.2666667,4,-137,1,0,1,1,0,0,137,0,1.203,118,0.776,262,5,0,1,4,0,0,0,0.6,2,5,137,1.080669
125,-138,138,5,1,0,166.8333333,4,-138,1,1,1,2,1,1,138,0,4.743,109,4.362,263,5,0,1,4,0.566666667,0.566666667,0,0.533333333,1,5,138,-2.154622
125,-138,139,5,0,0,167.6,4,-138,1,2,1,3,2,0,138,0,12.554,122,12.098,264,5,1,0,4,1.333333333,1.333333333,0,0.566666667,2,5,138,1.28648
126,-139,139,5,1,0,168.35,4,-139,1,3,1,6,3,0,139,0,23.18,94,21.646,265,5,0,1,4,2.083333333,2.083333333,0,0.766666667,1,5,139,-1.842794
127,-139,139,5,0,0,168.75,4,-139,0,4,1,1,4,0,139,0,5.664,122,7.068,266,5,0,1,4,2.483333333,2.483333333,0,0.75,1,5,139,-1.183135
127,-139,140,5,0,0,169.1,4,-139,0,5,1,1,5,0,139,0,5.977,127,6.365,267,5,0,0,4,2.833333333,2.833333333,0,0.4,1,5,139,0.462739
128,-140,140,5,0,0,169.55,4,-140,0,6,1,2,6,0,140,0,3.6,119,4.186,268,5,0,0,4,3.283333333,3.283333333,0,0.35,1,5,140,-3.142871
129,-140,140,5,1,0,170.0333333,4,-140,0,7,1,1,7,0,140,0,6.533,116,5.148,269,5,0,0,4,3.766666667,3.766666667,0,0.45,1,5,140,-0.21431
129,-140,141,6,0,1,171.8333333,4,-140,0,0,1,5,0,0,140,1,18.442,123,17.921,270,6,1,1,4,0,0,0,0.483333333,1,5,140,3.759863
129,-141,142,6,1,1,172.1,4,-141,0,1,1,1,1,0,141,1,1.183,122,0.841,271,6,0,1,4,0.266666667,0.266666667,0,1.8,1,5,141,1.286992
129,-142,143,6,1,1,172.45,4,-142,0,2,1,5,2,0,142,1,17.865,119,17.778,272,6,0,1,4,0.616666667,0.616666667,0,0.266666667,1,5,142,2.601653
129,-143,144,6,1,1,172.7,4,-143,0,3,1,1,3,0,143,1,0.924,123,0.809,273,6,0,0,4,0.866666667,0.866666667,0,0.35,1,5,143,3.469677
130,-144,144,7,0,1,173.4666667,5,-144,1,0,1,5,0,0,144,1,32.908,113,27.666,274,7,0,0,5,0,0,0,0.25,1,5,144,-1.631878
131,-144,144,7,0,1,173.7666667,5,-144,1,1,1,1,1,0,144,1,0.815,126,0.637,275,7,1,1,5,0.3,0.3,0,0.766666667,1,5,144,-1.36286
131,-144,145,7,0,1,174.0833333,5,-144,0,2,1,1,2,0,144,1,4.78,126,4.454,276,7,0,1,5,0.616666667,0.616666667,0,0.3,2,5,144,2.299346
132,-145,145,7,0,1,174.7,5,-145,0,3,1,0,3,0,145,1,2.426,126,2.396,277,7,0,0,5,1.233333333,1.233333333,0,0.316666667,1,5,145,-2.191456
132,-145,146,7,0,1,175.15,5,-145,0,4,1,3,4,0,145,1,14.206,126,12.597,278,7,0,1,5,1.683333333,1.683333333,1,0.616666667,2,5,145,-0.438503
132,-146,147,7,0,1,175.65,5,-146,0,5,1,0,5,0,146,1,4.319,126,4.922,279,7,0,0,5,2.183333333,2.183333333,0,0.45,2,5,146,0.223142
133,-147,147,7,0,1,176.2666667,5,-147,0,6,1,0,6,1,147,1,3.932,126,3.84,280,7,0,0,5,2.8,2.8,0,0.5,2,5,147,-3.065314
133,-147,148,7,1,1,176.8666667,5,-147,0,7,1,1,7,0,147,1,5.915,102,5.195,281,7,0,1,5,3.4,3.4,0,0.616666667,1,5,147,1.847858
133,-148,149,7,0,1,177.3166667,5,-148,0,8,1,2,8,0,148,1,9.365,122,7.765,282,7,0,1,5,3.85,3.85,0,0.6,2,5,148,0.310325
133,-149,150,7,1,1,178.0333333,5,-149,1,9,1,4,9,0,149,1,13.949,109,18.309,283,7,0,1,5,4.566666667,4.566666667,0,0.45,2,5,149,-0.419536
1,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,8.977,119,15.483,1,1,0,1,0,0,0,0,0,1,1,0,-2.83069
2,0,0,1,0,0,0.316666667,0,0,0,1,1,3,1,1,0,0,8.977,119,15.483,2,1,0,1,0,0.316666667,0.316666667,0,0,2,1,0,-3.340373
3,0,0,1,0,0,0.733333333,0,0,0,2,1,1,2,1,0,0,6.867,101,5.511,3,1,0,0,0,0.733333333,0.733333333,0,0.316666667,2,1,0,-3.787477
4,0,0,1,0,0,1.233333333,0,0,1,3,1,1,3,0,0,0,2.791,104,2.996,4,1,0,1,0,1.233333333,1.233333333,1,0.416666667,1,1,0,-7.602683
4,0,1,2,0,1,2.583333333,0,0,1,0,1,7,0,0,0,1,26.392,128,31.42,5,2,1,0,0,0,0,0,0.5,1,1,0,7.367668
4,-1,2,2,1,1,3.266666667,0,-1,0,1,1,11,1,0,1,1,37.772,120,35.901,6,2,0,1,0,0.683333333,0.683333333,0,1.35,1,1,1,5.491383
5,-2,2,2,1,1,3.683333333,0,-2,0,2,1,3,2,0,2,1,10.621,124,8.293,7,2,0,1,0,1.1,1.1,0,0.683333333,1,1,2,-4.923909
6,-2,2,2,1,1,4.183333333,0,-2,0,3,1,2,3,0,2,1,9.134,120,7.722,8,2,0,0,0,1.6,1.6,0,0.416666667,2,1,2,-2.731714
6,-2,3,2,0,1,4.95,0,-2,1,4,1,6,4,0,2,1,30.686,103,21.905,9,2,1,1,0,2.366666667,2.366666667,0,0.5,1,1,2,7.189309
6,-3,4,2,1,1,5.4,0,-3,0,5,1,1,5,0,3,1,15.593,129,12.695,10,2,0,1,0,2.816666667,2.816666667,0,0.766666667,1,1,3,3.855031
7,-4,4,3,0,1,5.95,1,-4,0,0,1,1,0,0,4,1,0.646,129,0.644,11,3,0,0,1,0,0,0,0.45,1,1,4,-5.418514
8,-4,4,3,0,1,6.433333333,1,-4,0,1,1,3,1,0,4,1,11.013,116,14.041,12,3,0,0,1,0.483333333,0.483333333,0,0.55,1,1,4,-4.381656
9,-4,4,3,0,1,6.8,1,-4,1,2,1,1,2,0,4,1,4.027,124,5.969,13,3,0,1,1,0.85,0.85,0,0.483333333,1,1,4,-3.334357
10,-4,4,3,0,1,7.216666667,1,-4,1,3,1,3,3,0,4,1,13.593,128,25.289,14,3,0,1,1,1.266666667,1.266666667,0,0.366666667,2,1,4,-5.956704
10,-4,5,4,0,2,9.116666667,1,-4,0,0,1,3,0,0,4,2,7.024,108,10.108,15,4,0,0,1,0,0,0,0.416666667,1,1,4,5.023086
10,-5,6,4,1,2,9.566666667,1,-5,1,1,1,1,1,0,5,2,5.736,131,6.538,16,4,0,1,1,0.45,0.45,0,1.9,1,1,5,3.845059
10,-6,7,4,1,2,10.06666667,1,-6,1,2,1,5,2,1,6,2,17.017,121,21.525,17,4,0,0,1,0.95,0.95,0,0.45,1,1,6,5.599469
11,-7,7,4,1,2,10.5,1,-7,1,3,1,3,3,0,7,2,15.156,117,8.767,18,4,0,0,1,1.383333333,1.383333333,0,0.5,2,1,7,-3.624674
11,-7,8,4,1,2,11.06666667,1,-7,1,4,1,0,4,0,7,2,0.931,117,1.153,19,4,0,0,1,1.95,1.95,1,0.433333333,1,1,7,4.087378
11,-8,9,5,0,2,11.66666667,2,-8,1,0,1,1,0,0,8,2,0.565,117,0.623,20,5,0,0,2,0,0,0,0.566666667,1,1,8,3.775979
12,-9,9,5,1,2,11.93333333,2,-9,1,1,1,2,1,0,9,2,4.159,123,5.056,21,5,0,1,2,0.266666667,0.266666667,0,0.6,1,1,9,-9.372034
13,-9,9,5,0,2,12.55,2,-9,1,2,1,9,2,1,9,2,32.512,124,29.576,22,5,0,0,2,0.883333333,0.883333333,0,0.266666667,2,1,9,-4.074456
13,-9,10,5,0,2,14.05,2,-9,1,3,1,3,3,0,9,2,8.856,108,8.904,23,5,0,1,2,2.383333333,2.383333333,1,0.616666667,1,1,9,2.847733
13,-10,11,5,0,2,14.53333333,2,-10,0,4,1,2,4,0,10,2,4.392,120,5.391,24,5,0,1,2,2.866666667,2.866666667,0,1.5,1,1,10,2.911747
14,-11,11,5,1,2,15.03333333,2,-11,1,5,1,4,5,0,11,2,6.887,114,9.804,25,5,0,1,2,3.366666667,3.366666667,0,0.483333333,1,1,11,-8.662281
14,-11,12,5,0,2,15.56666667,2,-11,1,6,1,5,6,0,11,2,15.383,120,23.793,26,5,1,1,2,3.9,3.9,0,0.5,1,1,11,2.774868
15,-12,12,5,1,2,16.2,2,-12,1,7,1,6,7,0,12,2,20.223,123,18.623,27,5,0,1,2,4.533333333,4.533333333,0,0.533333333,1,1,12,-7.534383
16,-12,12,5,0,2,16.8,2,-12,1,8,1,5,8,0,12,2,16.466,127,16.444,28,5,0,1,2,5.133333333,5.133333333,1,0.633333333,1,1,12,-5.585976
17,-12,12,5,1,2,17.58333333,2,-12,1,9,1,11,9,1,12,2,36.801,114,44.356,29,5,1,1,2,5.916666667,5.916666667,0,0.6,1,1,12,-2.428372
17,-12,13,6,0,3,19.53333333,2,-12,1,0,1,3,0,0,12,3,8.632,126,22.341,30,6,0,1,2,0,0,0,0.783333333,2,1,12,4.41924
17,-13,14,6,1,3,20.2,2,-13,1,1,1,3,1,0,13,3,14.016,95,12.34,31,6,0,1,2,0.666666667,0.666666667,0,1.95,2,1,13,6.713248
18,-14,14,6,1,3,21.15,2,-14,0,2,1,11,2,0,14,3,39.936,103,37.811,32,6,0,1,2,1.616666667,1.616666667,0,0.666666667,2,1,14,-3.66379
18,-14,15,6,1,3,21.9,2,-14,1,3,1,4,3,1,14,3,11.967,102,12.983,33,6,0,1,2,2.366666667,2.366666667,0,0.95,2,1,14,6.323095
18,-15,16,6,1,3,22.55,2,-15,1,4,1,5,4,0,15,3,14.916,97,13.098,34,6,0,1,2,3.016666667,3.016666667,0,0.75,1,1,15,4.916106
18,-16,17,7,0,3,23.2,3,-16,1,0,1,3,0,0,16,3,9.97,121,8.335,35,7,0,1,3,0,0,0,0.65,1,1,16,3.933262
19,-17,17,7,1,3,23.7,3,-17,1,1,1,4,1,1,17,3,15.749,111,11.399,36,7,0,1,3,0.5,0.5,0,0.65,1,1,17,-4.598691
20,-17,17,7,0,3,24,3,-17,1,2,1,1,2,0,17,3,0.743,125,0.651,37,7,1,0,3,0.8,0.8,0,0.5,2,1,17,-2.502196
21,-17,17,7,0,3,24.73333333,3,-17,1,3,1,3,3,0,17,3,9.344,110,11.935,38,7,0,1,3,1.533333333,1.533333333,0,0.3,1,1,17,-3.310961
22,-17,17,7,0,3,25.1,3,-17,1,4,1,3,4,0,17,3,5.59,121,19.791,39,7,1,0,3,1.9,1.9,0,0.733333333,2,1,17,-4.310677
22,-17,18,8,0,4,27.06666667,3,-17,1,0,1,7,0,1,17,4,18.566,114,22.041,40,8,1,1,3,0,0,0,0.366666667,1,1,17,2.280277
22,-18,19,8,1,4,27.43333333,3,-18,0,1,1,1,1,0,18,4,5.564,128,4.714,41,8,0,0,3,0.366666667,0.366666667,0,1.966666667,2,1,18,3.574545
22,-19,20,8,1,4,28.03333333,3,-19,1,2,1,3,2,0,19,4,11.209,98,10.512,42,8,0,1,3,0.966666667,0.966666667,0,0.366666667,2,1,19,3.017124
22,-20,21,8,1,4,28.7,3,-20,1,3,1,3,3,0,20,4,36.548,101,13.504,43,8,0,1,3,1.633333333,1.633333333,0,0.6,1,1,20,3.696123
22,-21,22,9,0,4,29.28333333,4,-21,1,0,1,3,0,0,21,4,8.236,125,7.758,44,9,0,1,4,0,0,0,0.666666667,1,1,21,0.841496
22,-22,23,9,1,4,29.76666667,4,-22,1,1,1,4,1,0,22,4,15.529,131,18.412,45,9,0,1,4,0.483333333,0.483333333,0,0.583333333,2,1,22,2.072742
22,-23,24,9,1,4,30.68333333,4,-23,1,2,1,6,2,1,23,4,19.322,113,15.771,46,9,0,0,4,1.4,1.4,0,0.483333333,1,1,23,2.311438
23,-24,24,9,1,4,31.05,4,-24,0,3,1,2,3,1,24,4,3.625,119,5.169,47,9,0,1,4,1.766666667,1.766666667,0,0.916666667,1,1,24,-5.264277
23,-24,25,9,1,4,31.51666667,4,-24,1,4,1,5,4,0,24,4,13.005,123,17.464,48,9,0,1,4,2.233333333,2.233333333,0,0.366666667,1,1,24,2.105134
23,-25,26,10,0,4,33.41666667,5,-25,1,0,1,12,0,1,25,4,39.177,111,38.909,49,10,0,1,5,0,0,0,0.466666667,1,1,25,3.14822
23,-26,27,10,1,4,34.05,5,-26,1,1,1,1,1,0,26,4,4.685,131,4.002,50,10,0,1,5,0.633333333,0.633333333,0,1.9,1,1,26,4.285672
23,-27,28,10,1,4,34.41666667,5,-27,1,2,1,1,2,1,27,4,4.268,132,4.286,51,10,0,0,5,1,1,0,0.633333333,1,1,27,3.786846
23,-28,29,10,1,4,34.78333333,5,-28,1,3,1,1,3,0,28,4,0.4,132,0.384,52,10,0,0,5,1.366666667,1.366666667,0,0.366666667,2,1,28,4.013986
24,-29,29,1,0,0,36.98333333,0,-29,1,0,1,1,0,0,29,0,4.97,101,4.481,53,1,0,1,0,0,0,0,0.366666667,1,2,29,-4.62493
24,-29,30,1,0,0,37.25,0,-29,1,1,1,1,1,0,29,0,1.047,119,1.536,54,1,1,0,0,0.266666667,0.266666667,0,2.2,1,2,29,1.565058
25,-30,30,1,0,0,37.68333333,0,-30,0,2,1,4,2,0,30,0,12.674,127,16.129,55,1,0,0,0,0.7,0.7,0,0.266666667,2,2,30,-2.980045
26,-30,30,1,0,0,38.86666667,0,-30,0,3,1,5,3,0,30,0,22.481,104,20.152,56,1,0,1,0,1.883333333,1.883333333,0,0.433333333,1,2,30,-4.168478
26,-30,31,1,0,0,39.2,0,-30,0,4,1,1,4,0,30,0,6.629,119,7.198,57,1,0,0,0,2.216666667,2.216666667,0,1.183333333,1,2,30,5.013668
27,-31,31,1,0,0,39.88333333,0,-31,1,5,1,8,5,0,31,0,26.657,128,23.265,58,1,0,0,0,2.9,2.9,0,0.333333333,1,2,31,-2.530654
28,-31,31,2,0,1,40.78333333,0,-31,0,0,1,1,0,0,31,1,3.758,122,5.424,59,2,0,1,0,0,0,0,0.683333333,2,2,31,0.395546
29,-31,31,2,0,1,41.36666667,0,-31,0,1,1,4,1,0,31,1,8.847,105,9.219,60,2,1,1,0,0.583333333,0.583333333,0,0.9,2,2,31,-1.502396
29,-31,32,2,0,1,42.18333333,0,-31,1,2,1,4,2,0,31,1,14.355,111,12.377,61,2,1,1,0,1.4,1.4,0,0.583333333,1,2,31,4.040794
29,-32,33,2,0,1,42.58333333,0,-32,1,3,1,1,3,0,32,1,0.478,132,0.489,62,2,0,1,0,1.8,1.8,0,0.816666667,1,2,32,3.385505
29,-33,34,2,0,1,43.01666667,0,-33,1,4,1,1,4,0,33,1,2.969,130,1.585,63,2,0,1,0,2.233333333,2.233333333,0,0.4,2,2,33,2.420146
29,-34,35,2,1,1,43.8,0,-34,0,5,1,11,5,0,34,1,38.054,104,29.145,64,2,0,1,0,3.016666667,3.016666667,0,0.433333333,2,2,34,2.97724
29,-35,36,3,0,1,44.78333333,1,-35,0,0,1,5,0,0,35,1,35.473,101,20.987,65,3,0,1,1,0,0,0,0.783333333,1,2,35,1.052277
29,-36,37,3,1,1,45.16666667,1,-36,1,1,1,2,1,0,36,1,7.37,119,10.596,66,3,0,1,1,0.383333333,0.383333333,0,0.983333333,2,2,36,3.674097
29,-37,38,3,1,1,45.98333333,1,-37,0,2,1,6,2,0,37,1,26.249,104,24.377,67,3,0,1,1,1.2,1.2,0,0.383333333,2,2,37,3.868178
29,-38,39,3,1,1,46.75,1,-38,0,3,1,6,3,0,38,1,25.154,104,21.769,68,3,0,1,1,1.966666667,1.966666667,0,0.816666667,2,2,38,3.266753
29,-39,40,4,0,1,48.51666667,2,-39,0,0,1,0,0,0,39,1,1.101,104,1.243,69,4,0,0,2,0,0,0,0.766666667,1,2,39,2.936911
29,-40,41,4,1,1,48.86666667,2,-40,0,1,1,1,1,0,40,1,0.433,127,0.654,70,4,0,1,2,0.35,0.35,0,1.766666667,1,2,40,3.395769
29,-41,42,4,1,1,49.23333333,2,-41,0,2,1,1,2,0,41,1,0.397,128,0.442,71,4,0,0,2,0.716666667,0.716666667,0,0.35,1,2,41,4.032613
29,-42,43,4,1,1,49.56666667,2,-42,0,3,1,1,3,0,42,1,1.167,119,0.862,72,4,0,0,2,1.05,1.05,0,0.366666667,2,2,42,3.605321
30,-43,43,5,0,1,50.25,3,-43,1,0,1,3,0,0,43,1,6.974,101,6.84,73,5,0,1,3,0,0,0,0.333333333,1,2,43,-2.908557
30,-43,44,5,0,1,50.53333333,3,-43,0,1,1,1,1,0,43,1,5.599,114,5.586,74,5,0,0,3,0.283333333,0.283333333,0,0.683333333,1,2,43,4.017444
31,-44,44,5,0,1,50.98333333,3,-44,1,2,1,6,2,0,44,1,15.603,121,22.647,75,5,0,1,3,0.733333333,0.733333333,0,0.283333333,2,2,44,-0.951458
32,-44,44,5,0,1,51.43333333,3,-44,1,3,1,1,3,0,44,1,0.824,113,1.084,76,5,1,1,3,1.183333333,1.183333333,0,0.45,1,2,44,-3.185113
33,-44,44,5,0,1,51.7,3,-44,1,4,1,1,4,1,44,1,2.064,126,2.901,77,5,0,1,3,1.45,1.45,0,0.45,2,2,44,-0.422017
34,-44,44,6,0,2,53.43333333,3,-44,1,0,1,3,0,0,44,2,6.313,110,9.242,78,6,1,0,3,0,0,0,0.266666667,2,2,44,0.052353
35,-44,44,6,0,2,53.96666667,3,-44,0,1,1,2,1,1,44,2,10.003,110,6.513,79,6,0,1,3,0.533333333,0.533333333,0,1.733333333,2,2,44,-1.054561
36,-44,44,6,0,2,54.81666667,3,-44,1,2,1,10,2,0,44,2,30.853,106,29.747,80,6,0,1,3,1.383333333,1.383333333,1,0.533333333,2,2,44,1.550094
36,-44,45,6,0,2,55.66666667,3,-44,1,3,1,6,3,0,44,2,26.761,112,25.528,81,6,1,0,3,2.233333333,2.233333333,0,0.85,1,2,44,5.301705
36,-45,46,6,0,2,56.13333333,3,-45,0,4,1,1,4,0,45,2,5.982,124,4.147,82,6,0,0,3,2.7,2.7,0,0.85,1,2,45,4.579977
37,-46,46,6,0,2,56.63333333,3,-46,0,5,1,1,5,0,46,2,0.762,132,0.653,83,6,0,1,3,3.2,3.2,0,0.466666667,2,2,46,-0.555902
